max_visitors,avg_visitors,count_visitors,weekend_visitors,sum_visitors
20,10,3,62,31
35,26,16,858,429
35,18,6,220,110
1,1,4,8,4
35,25,5,250,125
32,16,3,100,50
15,8,7,114,57
20,15,8,248,124
41,29,4,234,117
7,3,7,50,25
28,23,2,94,47
69,49,6,588,294
6,5,2,22,11
56,41,4,328,164
10,8,4,66,33
21,19,2,78,39
17,13,2,54,27
60,39,4,316,158
4,3,2,12,6
27,15,5,150,75
11,6,6,80,40
57,38,7,538,269
55,30,7,424,212
41,26,9,482,241
53,44,3,268,134
9,7,2,28,14
23,14,7,204,102
55,41,14,1148,574
63,40,7,562,281
12,10,2,42,21
8,8,1,16,8
42,30,6,370,185
17,8,5,82,41
6,4,4,32,16
16,11,7,158,79
16,16,1,32,16
9,6,3,36,18
9,6,3,38,19
44,29,4,232,116
36,20,3,120,60
20,13,6,166,83
20,16,3,96,48
64,39,2,158,79
45,29,6,358,179
12,9,2,38,19
16,6,4,50,25
26,23,2,92,46
42,37,3,222,111
11,7,4,56,28
21,18,10,378,189
23,15,2,60,30
32,20,3,120,60
35,19,3,118,59
20,20,2,80,40
71,58,22,2560,1280
35,22,4,176,88
67,53,4,426,213
48,36,3,218,109
34,26,3,160,80
21,15,3,92,46
40,30,3,182,91
35,25,2,100,50
2,1,2,6,3
24,19,3,114,57
59,32,4,258,129
15,13,3,80,40
47,19,4,154,77
19,12,14,360,180
41,26,3,160,80
27,15,6,188,94
40,26,6,316,158
30,23,7,322,161
16,12,3,74,37
3,1,4,12,6
35,21,6,260,130
33,24,6,292,146
6,3,2,14,7
19,13,6,160,80
33,18,7,264,132
127,83,6,1006,503
37,33,2,132,66
45,29,3,174,87
16,12,2,50,25
24,19,6,232,116
42,28,5,280,140
19,14,3,84,42
36,27,2,110,55
35,27,2,108,54
3,3,1,6,3
17,7,4,58,29
17,12,3,74,37
19,9,4,72,36
17,8,7,122,61
70,38,11,854,427
18,10,7,142,71
63,52,2,210,105
89,51,7,720,360
36,26,3,156,78
17,15,3,92,46
17,10,3,60,30
21,13,3,80,40
46,39,3,236,118
7,6,2,24,12
11,8,3,52,26
50,31,3,190,95
48,48,1,96,48
9,5,3,32,16
20,15,2,62,31
199,174,67,23338,11669
47,29,8,470,235
48,41,3,246,123
57,40,6,486,243
33,31,2,126,63
52,19,7,278,139
38,21,5,216,108
26,17,5,176,88
66,45,3,272,136
64,64,1,128,64
72,59,5,592,296
37,32,4,262,131
52,36,3,216,108
53,28,5,282,141
9,4,4,34,17
12,7,5,76,38
45,32,4,256,128
18,16,2,66,33
22,14,4,114,57
61,42,4,342,171
11,9,2,38,19
11,8,4,66,33
42,25,5,252,126
26,15,4,126,63
10,7,5,72,36
23,10,4,82,41
70,32,3,192,96
40,26,3,156,78
10,9,2,36,18
13,8,4,66,33
23,8,4,68,34
45,30,7,420,210
17,14,3,84,42
21,12,4,102,51
48,33,5,330,165
36,28,6,336,168
70,40,6,482,241
34,20,5,206,103
74,33,7,462,231
15,6,6,80,40
44,29,6,350,175
30,20,6,248,124
43,23,7,326,163
7,4,7,58,29
40,22,5,226,113
23,15,6,188,94
13,9,4,72,36
22,18,6,222,111
12,7,7,100,50
20,12,14,344,172
35,17,11,378,189
35,26,7,364,182
9,4,7,68,34
18,11,5,114,57
13,8,4,64,32
36,27,5,274,137
32,17,20,698,349
27,18,6,226,113
22,13,5,134,67
57,37,12,900,450
31,20,7,282,141
27,17,6,208,104
44,26,3,156,78
7,4,5,40,20
13,10,7,148,74
37,28,5,282,141
17,11,5,112,56
12,6,6,78,39
33,18,15,552,276
22,11,4,92,46
41,18,7,264,132
47,34,14,960,480
30,12,6,150,75
13,8,6,102,51
11,8,5,84,42
23,12,6,150,75
17,11,7,154,77
29,13,7,182,91
53,34,7,476,238
50,32,6,392,196
24,13,5,138,69
60,37,15,1132,566
28,27,4,220,110
33,24,6,296,148
31,20,10,416,208
7,3,6,40,20
30,23,7,334,167
26,14,6,178,89
23,13,5,138,69
45,27,7,380,190
17,8,6,96,48
8,5,5,58,29
5,3,7,44,22
71,44,7,624,312
18,12,7,174,87
48,27,7,384,192
14,8,7,118,59
15,8,5,88,44
23,16,5,164,82
17,10,7,152,76
25,20,6,244,122
40,25,7,362,181
54,41,7,574,287
44,25,6,306,153
31,16,7,236,118
60,43,4,346,173
73,43,7,602,301
28,11,7,164,82
55,42,6,504,252
28,22,7,314,157
41,20,7,286,143
50,27,6,328,164
51,40,17,1382,691
12,9,5,90,45
34,20,6,248,124
24,18,15,566,283
37,17,7,248,124
26,16,7,230,115
10,5,6,62,31
32,23,6,280,140
36,26,6,314,157
46,27,10,548,274
7,2,7,38,19
21,13,7,194,97
77,61,6,740,370
31,23,6,278,139
99,41,7,578,289
20,10,6,126,63
16,8,6,106,53
37,10,5,102,51
33,22,10,458,229
54,32,7,458,229
10,4,7,66,33
28,14,5,140,70
47,34,7,488,244
15,8,5,88,44
44,27,7,384,192
17,9,5,92,46
53,40,61,4930,2465
92,45,7,632,316
37,24,7,346,173
21,8,7,116,58
45,31,6,376,188
9,5,2,20,10
40,16,7,232,116
10,3,7,50,25
19,13,6,156,78
76,42,6,512,256
29,19,6,230,115
45,36,20,1462,731
14,7,6,94,47
13,4,7,64,32
65,48,5,480,240
37,15,4,124,62
30,16,6,192,96
25,12,6,150,75
78,50,23,2342,1171
2,2,1,4,2
26,19,13,514,257
25,16,5,166,83
9,5,7,70,35
63,18,7,258,129
44,30,4,242,121
12,6,5,64,32
62,36,7,514,257
45,31,6,380,190
69,46,7,648,324
20,7,7,100,50
15,8,6,104,52
53,28,7,404,202
45,39,5,396,198
46,33,47,3142,1571
28,21,5,210,105
46,38,25,1946,973
16,15,6,190,95
63,33,6,396,198
36,15,4,122,61
66,34,6,412,206
18,11,7,156,78
76,41,7,586,293
9,6,5,64,32
39,29,9,522,261
17,13,3,78,39
28,14,6,176,88
59,28,7,394,197
21,8,7,122,61
17,10,7,142,71
45,27,18,980,490
66,33,7,472,236
40,20,10,408,204
16,8,5,82,41
28,18,5,182,91
39,25,7,350,175
41,23,6,280,140
40,26,7,366,183
67,39,6,470,235
28,18,11,404,202
45,32,7,460,230
21,13,7,192,96
64,35,6,426,213
29,17,5,174,87
12,7,5,76,38
14,11,7,156,78
42,15,7,222,111
38,24,7,348,174
38,28,5,284,142
30,12,6,154,77
16,10,7,142,71
6,4,5,42,21
24,13,6,160,80
49,32,7,452,226
47,22,4,182,91
12,5,6,60,30
56,43,7,612,306
15,10,7,146,73
64,52,7,740,370
36,28,58,3278,1639
55,37,5,372,186
20,8,7,112,56
47,36,3,216,108
55,34,7,476,238
37,16,7,236,118
50,21,6,256,128
48,25,7,360,180
29,16,5,160,80
51,35,7,496,248
23,11,6,142,71
52,32,9,590,295
44,17,6,208,104
28,21,6,252,126
16,11,6,142,71
40,28,6,336,168
45,31,11,684,342
31,22,19,840,420
21,10,5,108,54
67,42,5,420,210
62,38,6,462,231
9,5,6,60,30
2,1,2,6,3
26,16,5,168,84
6,3,5,34,17
64,52,5,528,264
15,9,6,116,58
14,8,6,96,48
19,14,6,178,89
28,16,7,236,118
16,9,6,108,54
25,11,6,138,69
16,9,6,110,55
32,14,7,208,104
39,22,6,270,135
23,19,6,234,117
14,9,6,116,58
22,14,3,86,43
40,19,5,198,99
34,27,5,272,136
46,30,7,432,216
26,19,6,234,117
8,6,6,80,40
22,12,7,170,85
24,15,6,190,95
36,12,6,146,73
32,20,7,280,140
105,31,11,696,348
29,24,5,240,120
80,55,5,552,276
40,26,5,262,131
26,21,5,210,105
39,23,6,286,143
38,18,7,260,130
14,10,6,128,64
60,24,7,344,172
78,31,6,376,188
30,19,6,236,118
19,6,6,82,41
10,4,5,40,20
29,20,7,284,142
50,36,6,436,218
34,20,7,284,142
21,13,7,184,92
33,18,7,256,128
26,15,5,158,79
23,16,5,166,83
22,16,7,232,116
37,30,15,902,451
22,8,7,120,60
40,21,5,210,105
6,3,5,30,15
55,37,6,450,225
26,17,7,244,122
41,26,7,372,186
43,20,7,290,145
40,36,2,144,72
42,35,5,352,176
35,29,7,406,203
16,11,5,114,57
19,11,5,116,58
35,20,6,250,125
5,5,1,10,5
31,22,6,270,135
21,14,5,148,74
10,5,6,68,34
22,18,6,220,110
40,19,7,276,138
29,11,6,136,68
69,30,7,422,211
29,21,6,258,129
56,38,7,532,266
17,12,6,150,75
29,21,5,218,109
10,7,8,120,60
40,31,7,440,220
54,43,5,436,218
14,9,5,90,45
26,9,7,136,68
13,6,6,80,40
67,33,7,462,231
41,20,6,246,123
23,14,7,206,103
25,20,7,280,140
31,22,17,764,382
31,14,7,200,100
21,9,5,90,45
25,12,6,146,73
42,31,6,382,191
40,18,7,256,128
93,63,22,2776,1388
14,8,7,120,60
34,24,12,590,295
51,45,2,180,90
24,17,7,240,120
44,31,7,434,217
23,11,5,116,58
42,30,6,360,180
34,15,7,220,110
19,9,7,132,66
34,21,6,262,131
33,14,7,202,101
31,23,5,238,119
31,18,6,226,113
18,13,6,160,80
63,28,6,346,173
22,14,5,144,72
15,9,7,138,69
5,2,5,20,10
19,12,6,148,74
25,16,7,228,114
19,11,6,140,70
22,12,7,174,87
6,4,6,52,26
22,12,6,152,76
20,13,7,194,97
31,24,9,436,218
19,12,5,122,61
9,5,5,50,25
49,39,26,2046,1023
66,36,6,438,219
13,8,7,114,57
40,17,7,250,125
29,14,6,174,87
54,28,6,336,168
8,5,6,62,31
16,8,7,112,56
17,13,7,192,96
17,9,7,134,67
50,25,7,360,180
8,4,5,40,20
14,10,3,62,31
17,9,5,90,45
35,25,7,350,175
57,31,5,310,155
28,15,7,216,108
25,14,7,196,98
19,8,6,104,52
7,5,3,32,16
42,25,7,354,177
22,6,7,92,46
35,16,7,230,115
12,5,6,70,35
29,15,5,156,78
14,11,4,90,45
15,9,5,92,46
18,10,7,140,70
31,20,5,208,104
25,13,6,160,80
57,32,5,328,164
32,10,6,124,62
20,11,6,138,69
21,9,6,114,57
21,16,5,162,81
29,12,7,176,88
8,3,6,42,21
18,10,7,144,72
32,15,7,214,107
45,22,7,312,156
36,18,7,262,131
55,28,6,346,173
21,9,7,138,69
9,5,6,60,30
40,18,7,264,132
20,9,5,92,46
16,8,7,114,57
49,37,6,450,225
46,20,11,440,220
27,16,6,196,98
32,20,7,286,143
23,9,6,116,58
51,31,5,314,157
80,35,7,494,247
29,12,6,144,72
10,7,7,98,49
28,22,6,266,133
32,18,7,254,127
20,13,4,106,53
17,7,5,70,35
26,17,6,204,102
7,4,5,44,22
11,6,6,82,41
21,13,6,158,79
100,35,6,422,211
32,28,6,336,168
47,33,7,466,233
25,15,6,190,95
20,10,6,124,62
31,24,6,290,145
21,11,6,136,68
15,10,6,122,61
38,22,7,318,159
8,6,4,48,24
51,23,7,332,166
38,29,6,348,174
13,6,7,96,48
11,6,7,90,45
51,31,7,438,219
44,30,4,242,121
34,21,7,304,152
14,10,6,124,62
9,4,5,42,21
20,14,7,200,100
27,18,4,148,74
55,39,6,476,238
74,41,5,416,208
75,37,7,522,261
27,18,6,226,113
21,8,6,100,50
44,28,5,280,140
24,20,5,202,101
15,11,6,142,71
14,12,5,126,63
29,10,7,152,76
74,27,6,330,165
65,46,6,558,279
13,7,7,106,53
37,17,7,248,124
36,30,5,302,151
26,12,7,172,86
22,19,5,194,97
42,25,7,360,180
23,16,4,134,67
33,16,5,164,82
18,10,6,130,65
8,5,7,80,40
10,5,4,42,21
31,14,7,198,99
18,9,7,130,65
70,42,7,588,294
32,19,7,268,134
18,15,5,152,76
35,19,7,268,134
52,29,7,414,207
13,7,5,78,39
22,11,7,166,83
16,9,7,126,63
32,23,7,328,164
19,8,6,106,53
59,39,4,314,157
15,9,6,112,56
52,34,5,340,170
8,5,5,56,28
53,46,5,464,232
41,28,4,224,112
13,6,4,50,25
34,12,7,178,89
34,22,6,268,134
36,20,5,208,104
56,28,7,394,197
14,6,5,66,33
10,5,7,70,35
38,19,6,232,116
39,15,6,182,91
27,16,7,236,118
19,11,7,162,81
13,10,6,120,60
29,17,4,140,70
32,14,7,204,102
6,3,4,24,12
15,7,5,72,36
32,20,7,288,144
58,38,6,464,232
2,1,2,6,3
52,26,7,366,183
21,12,7,176,88
12,10,7,140,70
65,30,7,422,211
67,39,7,558,279
23,15,7,212,106
30,18,5,182,91
23,14,7,206,103
53,31,7,438,219
15,8,4,68,34
38,20,6,248,124
62,40,14,1138,569
18,9,7,132,66
70,33,7,472,236
33,26,19,1022,511
8,4,7,68,34
6,4,6,54,27
14,9,6,114,57
10,6,6,80,40
32,18,7,258,129
9,6,3,38,19
62,41,5,414,207
47,40,6,482,241
22,14,7,200,100
46,15,7,222,111
11,7,6,90,45
32,24,7,338,169
29,22,6,266,133
62,31,5,310,155
18,10,5,104,52
33,21,7,302,151
30,19,6,230,115
52,29,7,410,205
6,3,7,54,27
14,6,5,60,30
18,13,7,184,92
84,32,7,454,227
18,10,6,130,65
77,32,7,450,225
27,21,6,252,126
43,33,8,542,271
40,25,6,308,154
10,7,7,104,52
9,5,5,50,25
46,30,6,362,181
33,14,5,140,70
8,3,6,44,22
74,34,6,416,208
16,9,6,118,59
12,9,6,114,57
21,13,6,160,80
34,22,5,224,112
28,16,6,198,99
25,20,25,1006,503
22,12,7,172,86
41,26,7,368,184
29,9,6,112,56
69,23,7,326,163
14,8,7,114,57
48,33,7,464,232
11,8,6,102,51
37,30,5,304,152
37,22,7,318,159
20,14,5,148,74
13,9,5,90,45
36,28,7,398,199
40,31,5,312,156
36,24,6,288,144
6,5,4,40,20
24,11,7,162,81
18,5,5,58,29
26,16,6,200,100
11,8,6,102,51
29,18,5,186,93
39,28,3,172,86
97,57,3,342,171
18,10,7,140,70
13,9,6,116,58
13,6,7,90,45
12,8,7,116,58
30,19,6,230,115
26,22,5,226,113
37,29,6,350,175
57,36,6,438,219
23,12,6,144,72
24,13,7,186,93
23,13,8,210,105
27,18,6,220,110
10,6,6,78,39
32,20,5,204,102
33,27,6,328,164
34,26,7,370,185
27,18,7,256,128
13,8,5,82,41
20,12,16,388,194
8,5,5,54,27
39,28,5,286,143
11,4,3,26,13
14,6,4,48,24
19,8,7,112,56
29,17,6,210,105
13,8,6,96,48
10,4,3,24,12
42,25,4,200,100
13,10,3,60,30
9,6,4,54,27
54,33,4,270,135
45,28,6,336,168
16,12,6,150,75
24,14,7,200,100
35,17,7,238,119
40,16,7,224,112
34,17,4,136,68
54,36,7,508,254
20,8,6,96,48
45,31,7,442,221
50,20,6,250,125
19,7,6,90,45
39,17,6,214,107
33,25,7,356,178
45,26,4,214,107
38,16,3,96,48
34,26,6,320,160
66,31,13,820,410
21,15,19,590,295
36,26,37,1952,976
16,10,5,106,53
23,18,7,256,128
47,32,6,386,193
67,32,7,452,226
11,6,6,78,39
32,17,7,244,122
24,13,7,194,97
42,27,10,556,278
59,38,4,306,153
55,29,7,416,208
28,14,7,206,103
21,15,4,122,61
9,7,6,84,42
13,7,7,100,50
63,35,7,492,246
2,2,2,8,4
28,11,4,90,45
3,2,6,24,12
24,15,6,190,95
29,17,6,214,107
24,11,6,142,71
32,8,6,96,48
44,27,17,942,471
34,16,7,224,112
10,6,7,88,44
16,11,6,138,69
7,4,7,58,29
29,16,5,166,83
49,36,5,366,183
28,13,7,188,94
68,17,7,240,120
73,35,6,430,215
35,25,6,304,152
53,36,7,514,257
34,20,6,240,120
52,21,7,304,152
10,5,6,66,33
53,29,6,350,175
15,9,6,114,57
62,47,5,478,239
33,18,4,144,72
18,13,6,158,79
9,7,5,70,35
24,11,6,142,71
35,28,22,1256,628
32,12,6,150,75
31,21,7,302,151
36,22,7,312,156
39,14,6,178,89
11,6,4,48,24
25,12,7,178,89
25,13,7,182,91
46,14,5,140,70
54,39,5,396,198
29,16,7,236,118
26,21,7,298,149
22,12,7,168,84
15,11,5,112,56
23,15,4,120,60
42,13,7,186,93
14,11,5,118,59
51,25,5,254,127
30,20,5,202,101
23,19,6,238,119
40,31,6,378,189
5,3,5,36,18
43,30,7,432,216
30,22,5,220,110
47,15,5,150,75
1,1,1,2,1
36,26,13,690,345
35,22,6,268,134
1,1,4,8,4
34,24,6,288,144
27,16,7,232,116
13,8,7,114,57
19,12,18,466,233
83,36,6,438,219
12,6,6,82,41
31,18,6,220,110
65,40,7,566,283
8,5,5,50,25
47,36,7,508,254
23,12,4,102,51
24,14,6,174,87
51,24,6,290,145
27,9,6,110,55
60,38,7,532,266
3,1,5,16,8
27,16,7,234,117
12,7,7,100,50
39,23,7,326,163
52,28,7,398,199
36,19,17,650,325
55,37,7,528,264
18,9,5,92,46
26,19,7,274,137
52,26,12,646,323
56,36,7,516,258
15,11,6,134,67
13,9,4,74,37
54,37,6,444,222
20,9,7,128,64
14,4,6,54,27
23,15,7,220,110
40,22,6,266,133
12,7,5,72,36
9,5,2,22,11
31,22,7,314,157
21,11,6,142,71
29,13,7,192,96
43,24,5,244,122
65,33,7,466,233
29,17,7,244,122
14,9,5,98,49
12,4,6,58,29
26,14,6,172,86
44,39,6,478,239
11,6,6,82,41
25,10,9,188,94
14,12,5,122,61
28,24,6,288,144
61,37,6,444,222
19,17,4,140,70
40,33,16,1056,528
24,24,1,48,24
49,33,6,400,200
50,32,6,386,193
36,24,6,298,149
16,11,7,162,81
54,30,5,306,153
40,28,6,336,168
28,8,6,106,53
33,20,5,204,102
34,22,7,314,157
13,7,4,62,31
30,16,6,192,96
18,12,13,314,157
42,23,7,322,161
25,10,8,170,85
59,33,7,462,231
37,29,7,418,209
22,15,4,122,61
2,1,5,12,6
39,21,7,304,152
36,22,7,316,158
6,4,6,50,25
22,15,8,244,122
21,15,7,216,108
108,62,6,754,377
48,37,6,454,227
55,25,7,354,177
12,7,5,74,37
24,11,6,142,71
47,29,7,406,203
19,12,6,150,75
35,25,5,250,125
35,18,6,224,112
6,4,6,48,24
10,8,5,84,42
15,8,4,66,33
13,7,5,72,36
23,11,6,140,70
64,41,12,996,498
19,11,5,116,58
54,50,4,404,202
63,37,7,524,262
36,24,7,338,169
32,21,6,258,129
17,7,6,92,46
28,15,7,212,106
35,25,6,304,152
16,8,5,82,41
18,9,5,92,46
52,32,7,454,227
42,35,4,284,142
8,4,6,52,26
22,12,6,150,75
38,20,10,408,204
65,40,6,490,245
41,31,7,438,219
35,30,6,366,183
27,16,6,196,98
42,18,7,256,128
23,17,8,278,139
68,45,6,548,274
45,45,1,90,45
68,46,7,646,323
38,27,7,382,191
44,31,6,380,190
28,16,7,236,118
8,8,1,16,8
51,34,7,488,244
31,21,7,294,147
13,8,6,98,49
50,29,6,354,177
16,10,6,130,65
7,3,5,36,18
53,32,9,592,296
22,16,6,196,98
11,4,7,62,31
15,6,7,96,48
96,50,5,500,250
34,23,6,280,140
67,31,6,374,187
13,9,5,98,49
24,12,7,172,86
30,17,6,204,102
38,26,7,370,185
37,14,6,178,89
21,12,7,174,87
49,35,6,428,214
32,27,6,330,165
50,37,6,450,225
56,36,5,360,180
88,37,6,444,222
6,3,6,44,22
44,33,6,404,202
42,21,6,252,126
38,26,7,368,184
5,3,7,42,21
40,26,6,312,156
23,19,6,238,119
18,10,6,130,65
24,19,6,238,119
16,8,6,98,49
16,11,16,358,179
43,27,8,444,222
35,25,7,350,175
11,5,6,68,34
20,11,5,116,58
26,14,7,208,104
31,18,6,224,112
38,17,28,958,479
44,33,6,406,203
46,34,14,964,482
37,23,6,280,140
20,14,6,170,85
56,29,2,116,58
9,4,5,44,22
14,8,7,124,62
49,35,6,422,211
16,9,6,112,56
20,10,6,128,64
21,13,13,354,177
40,13,7,188,94
57,21,7,304,152
56,29,13,758,379
35,15,6,190,95
16,10,6,120,60
10,6,7,88,44
28,15,7,218,109
14,8,7,116,58
31,15,7,214,107
57,29,7,412,206
46,29,6,358,179
37,20,6,242,121
58,26,9,468,234
28,26,4,210,105
40,24,6,294,147
26,15,7,218,109
4,3,2,14,7
7,3,7,48,24
30,24,7,342,171
61,21,6,260,130
23,16,6,196,98
50,26,7,366,183
11,6,6,80,40
10,4,7,66,33
7,3,6,44,22
54,35,7,500,250
43,20,7,282,141
42,28,7,392,196
15,8,7,118,59
23,13,5,134,67
22,13,7,194,97
12,9,4,74,37
36,24,6,294,147
38,22,7,320,160
50,36,7,514,257
41,32,6,388,194
26,17,7,248,124
52,38,6,456,228
105,45,6,550,275
29,14,6,172,86
39,30,6,360,180
47,23,7,322,161
20,14,7,198,99
50,23,6,282,141
53,35,14,1002,501
9,6,5,68,34
41,16,7,232,116
21,14,13,374,187
39,19,6,230,115
32,16,7,226,113
18,7,5,74,37
31,20,7,288,144
23,15,6,190,95
23,10,8,172,86
7,4,6,54,27
17,15,7,214,107
78,58,6,702,351
31,18,6,220,110
30,19,7,274,137
21,13,7,182,91
9,7,6,88,44
16,6,6,82,41
20,12,6,148,74
64,41,7,574,287
12,5,6,62,31
24,10,7,146,73
44,32,7,460,230
15,9,5,92,46
82,26,7,376,188
18,11,6,132,66
52,41,51,4252,2126
66,38,7,538,269
44,23,7,328,164
21,13,6,164,82
45,35,6,422,211
3,2,4,16,8
41,20,6,250,125
6,4,6,50,25
26,15,6,188,94
63,39,6,476,238
93,40,6,480,240
38,29,25,1484,742
18,10,7,144,72
12,6,6,72,36
59,38,6,466,233
33,21,9,382,191
32,21,7,306,153
29,13,6,162,81
37,27,20,1104,552
3,3,3,18,9
28,17,15,532,266
39,21,6,252,126
18,13,4,104,52
61,19,7,272,136
42,36,5,364,182
16,5,6,60,30
56,38,7,534,267
44,31,6,372,186
69,43,7,610,305
12,8,7,112,56
11,7,7,100,50
64,26,7,370,185
46,33,6,406,203
42,32,30,1932,966
26,16,6,198,99
50,39,23,1816,908
16,15,5,158,79
72,39,6,472,236
39,18,6,216,108
66,33,7,466,233
20,11,7,160,80
58,33,7,470,235
13,6,6,72,36
60,34,6,412,206
20,14,6,170,85
36,17,4,140,70
57,30,7,420,210
33,15,7,210,105
22,12,5,124,62
39,26,20,1048,524
47,25,7,358,179
22,14,5,148,74
8,5,7,70,35
38,21,6,258,129
32,24,7,348,174
39,20,7,292,146
54,38,7,538,269
57,39,6,468,234
46,20,9,372,186
75,36,6,438,219
34,17,7,250,125
40,18,3,108,54
25,17,7,248,124
10,6,5,62,31
14,9,7,128,64
29,14,6,178,89
40,22,7,316,158
45,26,6,320,160
30,12,9,220,110
13,10,7,142,71
8,4,6,50,25
36,14,7,206,103
35,30,7,430,215
39,14,6,178,89
13,7,5,70,35
56,29,7,412,206
15,9,7,134,67
66,50,7,702,351
42,33,70,4752,2376
49,31,6,374,187
15,6,7,94,47
48,29,5,298,149
45,32,7,460,230
37,27,20,1112,556
24,16,7,234,117
54,26,7,376,188
18,12,6,146,73
55,39,7,548,274
15,6,6,76,38
42,32,7,452,226
22,12,6,146,73
38,23,6,280,140
18,14,6,170,85
30,26,6,312,156
61,28,9,504,252
30,22,23,1026,513
33,8,5,84,42
55,33,6,406,203
61,40,6,486,243
10,4,6,54,27
28,17,6,208,104
7,3,6,44,22
77,51,7,724,362
7,5,7,70,35
17,9,6,114,57
24,9,7,130,65
28,16,7,226,113
26,15,6,186,93
23,11,6,142,71
20,12,5,124,62
25,12,7,176,88
44,31,6,380,190
27,19,6,228,114
16,9,7,128,64
20,12,6,152,76
40,31,5,318,159
36,27,5,278,139
52,23,7,324,162
21,13,7,192,96
8,6,6,80,40
21,10,7,146,73
26,18,6,224,112
18,11,6,138,69
33,23,7,324,162
40,27,13,714,357
36,25,5,252,126
14,9,5,96,48
45,35,5,358,179
27,18,6,218,109
35,26,6,320,160
28,18,6,222,111
11,5,6,70,35
39,22,7,312,156
25,10,6,124,62
32,17,6,212,106
8,4,6,58,29
17,6,7,92,46
34,21,7,304,152
52,38,6,466,233
39,18,7,264,132
26,12,7,178,89
20,15,7,218,109
24,12,7,178,89
31,20,6,242,121
38,16,7,236,118
46,31,29,1804,902
21,12,7,176,88
42,29,6,348,174
9,4,6,58,29
55,40,6,484,242
31,17,7,244,122
33,25,7,358,179
38,14,7,202,101
35,28,2,114,57
50,38,6,462,231
45,34,7,482,241
22,17,4,140,70
24,19,5,194,97
39,25,6,308,154
15,9,6,112,56
47,20,6,248,124
27,13,7,182,91
17,8,6,98,49
34,24,7,346,173
28,20,6,242,121
16,9,6,112,56
49,32,7,448,224
44,26,7,374,187
71,39,7,548,274
23,15,6,180,90
32,23,7,328,164
10,8,8,134,67
44,25,7,352,176
63,44,6,534,267
9,6,5,68,34
19,13,18,478,239
11,5,7,82,41
58,30,7,422,211
18,7,8,116,58
17,13,6,166,83
37,21,7,296,148
35,17,15,532,266
20,11,6,134,67
18,9,7,136,68
25,16,5,166,83
43,38,3,232,116
34,16,7,228,114
69,44,24,2124,1062
24,10,8,160,80
43,18,9,340,170
51,31,8,506,253
31,18,7,256,128
56,39,7,552,276
22,15,6,184,92
31,24,6,298,149
25,11,6,140,70
11,8,7,112,56
30,20,7,288,144
24,14,7,202,101
35,22,6,274,137
27,20,6,240,120
21,17,6,206,103
38,25,6,308,154
18,11,7,166,83
20,11,6,132,66
13,5,4,44,22
18,13,5,132,66
31,18,7,258,129
33,11,6,138,69
26,15,9,286,143
11,6,6,78,39
16,13,6,160,80
20,13,7,192,96
27,15,6,186,93
27,13,7,194,97
5,2,5,28,14
46,36,20,1446,723
65,39,6,478,239
18,9,7,130,65
28,14,7,198,99
20,12,7,172,86
63,37,6,448,224
9,7,6,92,46
24,13,7,184,92
20,12,8,196,98
22,10,7,140,70
46,29,7,412,206
13,7,6,84,42
31,14,3,84,42
23,12,6,146,73
33,23,7,326,163
50,31,6,382,191
34,16,5,164,82
19,9,7,126,63
16,6,7,90,45
22,13,6,158,79
47,27,7,384,192
11,6,4,54,27
28,14,7,200,100
22,12,7,172,86
25,14,5,146,73
13,11,5,114,57
18,9,7,134,67
20,11,7,162,81
31,25,6,300,150
24,18,6,222,111
42,29,6,348,174
52,18,7,254,127
29,14,7,204,102
14,8,6,106,53
22,17,6,206,103
26,9,7,138,69
14,5,7,82,41
16,11,6,132,66
38,17,7,246,123
69,34,7,480,240
36,22,7,310,155
57,30,7,432,216
12,9,6,108,54
7,4,7,60,30
43,16,7,224,112
23,14,3,86,43
14,8,7,122,61
70,32,6,390,195
40,24,11,544,272
19,13,5,134,67
32,26,7,368,184
26,10,6,122,61
46,25,6,302,151
43,28,7,398,199
31,13,6,160,80
27,12,6,146,73
29,21,6,254,127
23,17,7,246,123
34,22,5,222,111
25,12,6,144,72
21,14,6,178,89
7,4,4,36,18
14,8,5,88,44
20,10,6,124,62
61,30,6,368,184
39,25,6,300,150
64,38,7,540,270
31,23,6,278,139
18,9,6,114,57
39,25,7,360,180
29,24,6,290,145
15,7,6,86,43
51,18,7,258,129
7,4,6,50,25
41,17,7,246,123
45,27,6,334,167
17,11,6,132,66
13,7,7,100,50
49,25,6,310,155
61,35,6,426,213
36,25,6,310,155
21,10,7,144,72
6,4,5,44,22
34,21,7,298,149
9,6,6,72,36
59,35,6,422,211
96,44,6,538,269
47,31,7,446,223
42,21,7,302,151
24,11,6,140,70
46,26,6,320,160
32,17,7,250,125
13,11,6,138,69
22,14,6,174,87
23,7,7,104,52
33,20,6,240,120
67,46,6,562,281
8,5,4,40,20
23,13,7,188,94
30,22,6,264,132
30,17,6,204,102
23,19,5,192,96
47,29,7,418,209
27,17,6,214,107
25,12,6,148,74
23,12,6,152,76
8,5,7,80,40
10,8,3,48,24
51,17,7,244,122
19,7,6,88,44
60,30,6,362,181
31,23,7,334,167
20,12,5,126,63
34,18,7,252,126
41,26,7,370,185
15,9,5,98,49
15,12,7,180,90
19,11,7,156,78
24,18,7,260,130
32,10,7,148,74
62,28,7,396,198
23,15,5,152,76
55,35,5,356,178
18,14,2,58,29
65,44,6,534,267
61,34,7,478,239
10,6,5,64,32
